cible,0.8459364430446622
clinique,0.8287514804933029
liée,0.8194466893682139
but,0.8027799530492971
comprend,0.7935657101663338
approches,0.7827395251982443
travaux,0.7783095564710502
étape,0.7772599796520416
permettent,0.7674998647986425
variation,0.766455435636798
outils,0.765425148474585
connaissances,0.739353157984455
profils,0.729764545279752
séquences,0.7230396167323098
introduction,0.7162236971254934
étudier,0.714433684220531
identification,0.711714855058861
plasticité,0.7112233295995988
utile,0.7056016157568591
actuellement,0.7048698930377887
étudiées,0.7015225054502028
spécifiquement,0.7010069860799721
décrits,0.6998377130770672
catégorisation,0.6976646204537836
voisin,0.6950057302217252
principale,0.6944774598473251
primaire,0.6922237696937721
bases,0.6877087927563202
études,0.6869351916925948
annotation,0.6861578124840666
tester,0.6861317778739031
objectif,0.6847384988923699
adaptées,0.684464738214628
évaluer,0.6842439689481132
pesticides,0.6824533153176727
capacité,0.6804060397710745
vérifier,0.679908870307036
logiciel,0.6797986019984258
pourraient,0.6758542096559929
caractérisé,0.6743444900248866
établir,0.6714427430720308
suivi,0.6698335883930837
pertinents,0.6670764447419024
automatique,0.6665778465421461
protocole,0.665920830807249
patients,0.6603301421134541
test,0.6596639257933136
distincts,0.6586814516394763
composés,0.6580911841663073
utilisées,0.655445989473649
