pathogènes,0.9946742600781021
hôte,0.993119490356233
génétiques,0.9929904427784682
gène,0.991818822178065
gènes,0.9912565822590316
révélé,0.9900812498340043
génome,0.9894437015807662
bactéries,0.9872364658938252
plantes,0.9869739100701304
sauvages,0.9868370776876267
génétique,0.9828945753248511
arn,0.9821583171318049
arabidopsis,0.9808340964870901
plante,0.9797680679602149
adn,0.9795694085537946
végétales,0.979231211755534
phénotype,0.9783276521000417
protéine,0.9777876209885035
thaliana,0.9772443931251382
signalisation,0.9769992356324004
protéines,0.9755068346506371
infection,0.9733563764490445
espèces,0.9731226999699467
immunitaire,0.972890988198807
souris,0.9728263660223667
mutants,0.9725717100907392
virus,0.9685785931743057
impliquées,0.9666089287517009
vitro,0.9651678378812195
stress,0.9633625177893992
résistances,0.956367397396306
initiation,0.9560953263572927
milliers,0.9559219120672817
cellulaire,0.9551093734351571
moléculaires,0.953318654778184
identifié,0.9514157995612285
activation,0.9513138644054526
mieux,0.9497654372875786
espèce,0.9486346275251253
organismes,0.9416607962862227
modification,0.941209944670119
suggérant,0.9406640700736252
transcription,0.9376939706971023
identifier,0.9362364463101535
composés,0.9322554829703651
ph,0.9302932631822861
perte,0.9279841095057737
suggère,0.9264457938354621
impliqués,0.9221809948598559
intéressés,0.921363030181666
